smiles_monomer,smiles_polymer_DP2,smiles_polymer_DP3,smiles_polymer_DP6,smiles_polymer_DP18,num_monomers,mechanism,Glass_Transition,Melt_Temp,Cp_solid_slope,Cp_solid_intercept,Cp_liquid_slope,Cp_liquid_intercept,log10_ElongBreak,YoungMod,Tensile_Strength,Density,log10_Permeability_CH4,log10_Permeability_CO2,log10_Permeability_N2,log10_Permeability_O2,log10_Permeability_H2,log10_Permeability_H2O
CC(C)(C)c1cc(C(=O)O)cc(C(=O)O)c1.Nc1ccc(-c2ccc(Oc3cc(Oc4ccc(-c5ccc(N)cc5)cc4C(F)(F)F)cc(C(=O)OCC45CC6CC(CC(C6)C4)C5)c3)c(C(F)(F)F)c2)cc1,CC(C)(C)c1cc(C(=O)O)cc(C(=O)Nc2ccc(-c3ccc(Oc4cc(Oc5ccc(-c6ccc(N)cc6)cc5C(F)(F)F)cc(C(=O)OCC56CC7CC(CC(C7)C5)C6)c4)c(C(F)(F)F)c3)cc2)c1,CC(C)(C)c1cc(C(=O)O)cc(C(=O)Nc2ccc(-c3ccc(Oc4cc(Oc5ccc(-c6ccc(NC(=O)c7cc(C(=O)O)cc(C(C)(C)C)c7)cc6)cc5C(F)(F)F)cc(C(=O)OCC56CC7CC(CC(C7)C5)C6)c4)c(C(F)(F)F)c3)cc2)c1,CC(C)(C)c1cc(C(=O)O)cc(C(=O)Nc2ccc(-c3ccc(Oc4cc(Oc5ccc(-c6ccc(NC(=O)c7cc(C(=O)Nc8ccc(-c9ccc(Oc%10cc(Oc%11ccc(-c%12ccc(NC(=O)c%13cc(C(=O)Nc%14ccc(-c%15ccc(Oc%16cc(Oc%17ccc(-c%18ccc(N)cc%18)cc%17C(F)(F)F)cc(C(=O)OCC%17%18CC%19CC(CC(C%19)C%17)C%18)c%16)c(C(F)(F)F)c%15)cc%14)cc(C(C)(C)C)c%13)cc%12)cc%11C(F)(F)F)cc(C(=O)OCC%11%12CC%13CC(CC(C%13)C%11)C%12)c%10)c(C(F)(F)F)c9)cc8)cc(C(C)(C)C)c7)cc6)cc5C(F)(F)F)cc(C(=O)OCC56CC7CC(CC(C7)C5)C6)c4)c(C(F)(F)F)c3)cc2)c1,CC(C)(C)c1cc(C(=O)O)cc(C(=O)Nc2ccc(-c3ccc(Oc4cc(Oc5ccc(-c6ccc(NC(=O)c7cc(C(=O)Nc8ccc(-c9ccc(Oc%10cc(Oc%11ccc(-c%12ccc(NC(=O)c%13cc(C(=O)Nc%14ccc(-c%15ccc(Oc%16cc(Oc%17ccc(-c%18ccc(NC(=O)c%19cc(C(=O)Nc%20ccc(-c%21ccc(Oc%22cc(Oc%23ccc(-c%24ccc(NC(=O)c%25cc(C(=O)Nc%26ccc(-c%27ccc(Oc%28cc(Oc%29ccc(-c%30ccc(NC(=O)c%31cc(C(=O)Nc%32ccc(-c%33ccc(Oc%34cc(Oc%35ccc(-c%36ccc(NC(=O)c%37cc(C(=O)Nc%38ccc(-c%39ccc(Oc%40cc(Oc%41ccc(-c%42ccc(NC(=O)c%43cc(C(=O)Nc%44ccc(-c%45ccc(Oc%46cc(Oc%47ccc(-c%48ccc(NC(=O)c%49cc(C(=O)Nc%50ccc(-c%51ccc(Oc%52cc(Oc%53ccc(-c%54ccc(N)cc%54)cc%53C(F)(F)F)cc(C(=O)OCC%53%54CC%55CC(CC(C%55)C%53)C%54)c%52)c(C(F)(F)F)c%51)cc%50)cc(C(C)(C)C)c%49)cc%48)cc%47C(F)(F)F)cc(C(=O)OCC%47%48CC%49CC(CC(C%49)C%47)C%48)c%46)c(C(F)(F)F)c%45)cc%44)cc(C(C)(C)C)c%43)cc%42)cc%41C(F)(F)F)cc(C(=O)OCC%41%42CC%43CC(CC(C%43)C%41)C%42)c%40)c(C(F)(F)F)c%39)cc%38)cc(C(C)(C)C)c%37)cc%36)cc%35C(F)(F)F)cc(C(=O)OCC%35%36CC%37CC(CC(C%37)C%35)C%36)c%34)c(C(F)(F)F)c%33)cc%32)cc(C(C)(C)C)c%31)cc%30)cc%29C(F)(F)F)cc(C(=O)OCC%29%30CC%31CC(CC(C%31)C%29)C%30)c%28)c(C(F)(F)F)c%27)cc%26)cc(C(C)(C)C)c%25)cc%24)cc%23C(F)(F)F)cc(C(=O)OCC%23%24CC%25CC(CC(C%25)C%23)C%24)c%22)c(C(F)(F)F)c%21)cc%20)cc(C(C)(C)C)c%19)cc%18)cc%17C(F)(F)F)cc(C(=O)OCC%17%18CC%19CC(CC(C%19)C%17)C%18)c%16)c(C(F)(F)F)c%15)cc%14)cc(C(C)(C)C)c%13)cc%12)cc%11C(F)(F)F)cc(C(=O)OCC%11%12CC%13CC(CC(C%13)C%11)C%12)c%10)c(C(F)(F)F)c9)cc8)cc(C(C)(C)C)c7)cc6)cc5C(F)(F)F)cc(C(=O)OCC56CC7CC(CC(C7)C5)C6)c4)c(C(F)(F)F)c3)cc2)c1,2,amide,238,,,,,,0.9542425094,,,1.18,,,,,,
O=C(Cl)Cl.CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(OC(=O)Cl)c(Br)c1,CC(C)(c1cc(Br)c(OC(=O)Cl)c(Br)c1)c1cc(Br)c(OC(=O)Cl)c(Br)c1,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(OC(=O)Oc2c(Br)cc(C(C)(C)c3cc(Br)c(OC(=O)Oc4c(Br)cc(C(C)(C)c5cc(Br)c(OC(=O)Cl)c(Br)c5)cc4Br)c(Br)c3)cc2Br)c(Br)c1,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(OC(=O)Oc2c(Br)cc(C(C)(C)c3cc(Br)c(OC(=O)Oc4c(Br)cc(C(C)(C)c5cc(Br)c(OC(=O)Oc6c(Br)cc(C(C)(C)c7cc(Br)c(OC(=O)Oc8c(Br)cc(C(C)(C)c9cc(Br)c(OC(=O)Oc%10c(Br)cc(C(C)(C)c%11cc(Br)c(OC(=O)Oc%12c(Br)cc(C(C)(C)c%13cc(Br)c(OC(=O)Oc%14c(Br)cc(C(C)(C)c%15cc(Br)c(OC(=O)Oc%16c(Br)cc(C(C)(C)c%17cc(Br)c(OC(=O)Cl)c(Br)c%17)cc%16Br)c(Br)c%15)cc%14Br)c(Br)c%13)cc%12Br)c(Br)c%11)cc%10Br)c(Br)c9)cc8Br)c(Br)c7)cc6Br)c(Br)c5)cc4Br)c(Br)c3)cc2Br)c(Br)c1,2,carbonate,263,,,,,,,,,1.953,-0.8927900304,0.6263403674,-0.07987667371,0.1335389084,,
C=C(C)C(=O)OCCCCCCCC,CCCCCCCCOC(=O)C(C)CCC(C)C(=O)OCCCCCCCC,CCCCCCCCOC(=O)C(C)(C)CC(C)(C(=O)OCCCCCCCC)C(C)(C)C(=O)OCCCCCCCC,CCCCCCCCOC(=O)C(C)CCC(C)(CC(C)(C(=O)OCCCCCCCC)C(C)(CC(C)(CCC(C)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,CCCCCCCCOC(=O)C(C)(C)CC(C)(CC(C)(C(=O)OCCCCCCCC)C(C)(CCC(C)(C(=O)OCCCCCCCC)C(C)(CCC(C)(C(=O)OCCCCCCCC)C(C)(CCC(C)(CC(C)(C(=O)OCCCCCCCC)C(C)(CC(C)(CCC(C)(C(=O)OCCCCCCCC)C(C)(CC(C)(CCC(C)(C(=O)OCCCCCCCC)C(C)(CC(C)(C)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,1,vinyl,-32.575,,,,,,,,,0.97,,,,,,
Cc1cc(C)c(N)cc1N.O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,Cc1cc(C)c(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)OC5=O)cc3C2=O)cc1N,Cc1cc(C)c(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4cc(N)c(C)cc4C)C5=O)cc3C2=O)cc1N,Cc1cc(C)c(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4cc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(c8cc(N%10C(=O)c%11ccc(Oc%12ccc%13c(c%12)C(=O)OC%13=O)cc%11C%10=O)c(C)cc8C)C9=O)cc7C6=O)c(C)cc4C)C5=O)cc3C2=O)cc1N,Cc1cc(C)c(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4cc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(c8cc(N%10C(=O)c%11ccc(Oc%12ccc%13c(c%12)C(=O)N(c%12cc(N%14C(=O)c%15ccc(Oc%16ccc%17c(c%16)C(=O)N(c%16cc(N%18C(=O)c%19ccc(Oc%20ccc%21c(c%20)C(=O)N(c%20cc(N%22C(=O)c%23ccc(Oc%24ccc%25c(c%24)C(=O)N(c%24cc(N%26C(=O)c%27ccc(Oc%28ccc%29c(c%28)C(=O)N(c%28cc(N%30C(=O)c%31ccc(Oc%32ccc%33c(c%32)C(=O)N(c%32cc(N%34C(=O)c%35ccc(Oc%36ccc%37c(c%36)C(=O)OC%37=O)cc%35C%34=O)c(C)cc%32C)C%33=O)cc%31C%30=O)c(C)cc%28C)C%29=O)cc%27C%26=O)c(C)cc%24C)C%25=O)cc%23C%22=O)c(C)cc%20C)C%21=O)cc%19C%18=O)c(C)cc%16C)C%17=O)cc%15C%14=O)c(C)cc%12C)C%13=O)cc%11C%10=O)c(C)cc8C)C9=O)cc7C6=O)c(C)cc4C)C5=O)cc3C2=O)cc1N,2,imide,313,,,,,,,,,1.334,-0.6840296545,0.8369567371,-0.5157001607,0.3010299957,1.31386722,
C=CC=CCC,C=CCC(CC)C(C)C=CCC,CCC=CCCCC(C=CCC)CCC=CCC,C=CC(CC(C=CCC)CCC=CCC)C(CC)C(C=C)C(CC)C(C=CCC)CC(C)C=CCC,C=CC(CCC)CC(C=CCC)CC(C=CCC)C(CC)C(C=C)C(C=C)C(CC)C(CC)C(C=C)C(C=CCC)CC(CC)C(C=C)C(C=C)C(CC)C(CC)C(C=C)CC(C=CCC)C(C=CCC)CC(C=C)C(CC)C(CC)C(C=C)C(C=C)C(CC)C(C=CCC)CC(C=C)C(CC)CCC=CCC,1,vinyl,-76.075,82,,,,,,,,0.89,,,,,,
C=CC(=O)OCCCC,CCCCOC(=O)C(C)C(C)C(=O)OCCCC,CCCCOC(=O)CCCC(C(=O)OCCCC)C(C)C(=O)OCCCC,CCCCOC(=O)CCCC(C(=O)OCCCC)C(CCC(CC(C(=O)OCCCC)C(C)C(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,CCCCOC(=O)CCCC(C(=O)OCCCC)C(CCC(C(=O)OCCCC)C(CC(CCC(C(=O)OCCCC)C(CCC(CC(C(=O)OCCCC)C(CCC(CC(C(=O)OCCCC)C(CCC(CC(C(=O)OCCCC)C(CCCC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,1,vinyl,-52.15,,0.65,20.13,0.33,134.34,,,,1.08,,,,,,
Nc1ccc(-c2ccc(N)c(N)c2)cc1N.O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)OC6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(N)c2)cc1N,Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(N)c(N)c7)cc5N)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(N)c2)cc1N,Nc1ccc(-c2ccc(N)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(c%10ccc(-c%12ccc(N)c(N)c%12)cc%10N%10C(=O)c%12ccc(C(c%13ccc%14c(c%13)C(=O)OC%14=O)(C(F)(F)F)C(F)(F)F)cc%12C%10=O)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)c(N)c7)cc5N)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)cc1N,Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(N)c(N)c7)cc5N5C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(c8cc(-c%10ccc(N%11C(=O)c%12ccc(C(c%13ccc%14c(c%13)C(=O)N(c%13cc(-c%15ccc(N%16C(=O)c%17ccc(C(c%18ccc%19c(c%18)C(=O)N(c%18ccc(-c%20ccc(N)c(N)c%20)cc%18N%18C(=O)c%20ccc(C(c%21ccc%22c(c%21)C(=O)N(c%21ccc(-c%23ccc(N)c(N)c%23)cc%21N)C%22=O)(C(F)(F)F)C(F)(F)F)cc%20C%18=O)C%19=O)(C(F)(F)F)C(F)(F)F)cc%17C%16=O)c(N)c%15)ccc%13N%13C(=O)c%15ccc(C(c%16ccc%17c(c%16)C(=O)N(c%16cc(-c%18ccc(N)c(N)c%18)ccc%16N)C%17=O)(C(F)(F)F)C(F)(F)F)cc%15C%13=O)C%14=O)(C(F)(F)F)C(F)(F)F)cc%12C%11=O)c(N)c%10)ccc8N8C(=O)c%10ccc(C(c%11ccc%12c(c%11)C(=O)N(c%11cc(-c%13ccc(N)c(N)c%13)ccc%11N%11C(=O)c%13ccc(C(c%14ccc%15c(c%14)C(=O)N(c%14ccc(-c%16ccc(N)c(N)c%16)cc%14N%14C(=O)c%16ccc(C(c%17ccc%18c(c%17)C(=O)OC%18=O)(C(F)(F)F)C(F)(F)F)cc%16C%14=O)C%15=O)(C(F)(F)F)C(F)(F)F)cc%13C%11=O)C%12=O)(C(F)(F)F)C(F)(F)F)cc%10C8=O)C9=O)(C(F)(F)F)C(F)(F)F)cc7C5=O)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(N)c2)cc1N,2,imide,,,,,,,,,,1.391,,,0.1583624921,0.8893017025,1.871572936,
OCC1CCC(CO)CC1.O=C(O)c1ccc(C(=O)O)cc1,O=C(O)c1ccc(C(=O)OCC2CCC(CO)CC2)cc1,O=C(OCC1CCC(CO)CC1)c1ccc(C(=O)OCC2CCC(CO)CC2)cc1,O=C(O)c1ccc(C(=O)OCC2CCC(COC(=O)c3ccc(C(=O)OCC4CCC(COC(=O)c5ccc(C(=O)OCC6CCC(CO)CC6)cc5)CC4)cc3)CC2)cc1,O=C(O)c1ccc(C(=O)OCC2CCC(COC(=O)c3ccc(C(=O)OCC4CCC(COC(=O)c5ccc(C(=O)OCC6CCC(COC(=O)c7ccc(C(=O)OCC8CCC(COC(=O)c9ccc(C(=O)OCC%10CCC(COC(=O)c%11ccc(C(=O)OCC%12CCC(COC(=O)c%13ccc(C(=O)OCC%14CCC(COC(=O)c%15ccc(C(=O)OCC%16CCC(COC(=O)c%17ccc(C(=O)OCC%18CCC(CO)CC%18)cc%17)CC%16)cc%15)CC%14)cc%13)CC%12)cc%11)CC%10)cc9)CC8)cc7)CC6)cc5)CC4)cc3)CC2)cc1,2,ester,92.925,282,,,,,,1400,,1.196,,,,,,
C[Ge](C)(C)C1=CC2C3C=CC(C3)C12,C[Ge](C)(C)C1=CC2C3CC(C4CC5CC4C4C([Ge](C)(C)C)=CC54)C(C3)C12,C[Ge](C)(C)C1=CC2C3CC(CC3C3C4CC(C5C([Ge](C)(C)C)=CC45)C3C3CC4CC3C3C([Ge](C)(C)C)=CC43)C12,C[Ge](C)(C)C1=CC2C3CC(C12)C(C1([Ge](C)(C)C)C2C4C=CC(C4)C2C1C(CC1C2C4C=CC(C4)C2C1(C1C2C4C=CC(C4)C2C1(C1C2C4C=CC(C4)C2C1[Ge](C)(C)C)[Ge](C)(C)C)[Ge](C)(C)C)(C1CC2C=CC1C2)[Ge](C)(C)C)C3,C[Ge](C)(C)CC(C1CC2C=CC1C2)C1C2CC(C3C([Ge](C)(C)C)=CC23)C1C1([Ge](C)(C)C)C2C3C=CC(C3)C2C1C1C2CC(C3C=C([Ge](C)(C)C)C32)C1C1C2CC(C3C=C([Ge](C)(C)C)C32)C1C1([Ge](C)(C)C)C2C3C=CC(C3)C2C1C(C1C2C=CC(C2)C1CCC1C2C=CC(C2)C1C(C1([Ge](C)(C)C)C2C3C=CC(C3)C2C1C1C2CC(C3C=C([Ge](C)(C)C)C32)C1C1C(CC2C3C=CC(C3)C2C(C2C3CC(C4C=C([Ge](C)(C)C)C43)C2C(C2CC3C=CC2C3)C(C2([Ge](C)(C)C)C3C4C=CC(C4)C3C2C2C3CC(C4C=C([Ge](C)(C)C)C43)C2C2C3C4C=CC(C4)C3C2(C2CC3CC2C2C=C([Ge](C)(C)C)C32)[Ge](C)(C)C)[Ge](C)(C)C)[Ge](C)(C)C)C2CC1C1C([Ge](C)(C)C)=CC21)[Ge](C)(C)C)[Ge](C)(C)C,1,vinyl,100,,,,,,,,,1.141,1.414973348,2.056904851,0.903089987,1.447158031,2.079181246,
O=C(O)c1ccc(C(c2ccc(C(=O)O)c(C(=O)O)c2)(C(F)(F)F)C(F)(F)F)cc1C(=O)O.CC1(C)CC(C)(c2ccc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)cc2)c2cc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)ccc21,CC1(C)CC(C)(c2ccc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)cc2)c2cc(Oc3ccc(-c4ccc(NC(=O)c5ccc(C(c6ccc(C(=O)O)c(C(=O)O)c6)(C(F)(F)F)C(F)(F)F)cc5C(=O)O)cc4)cc3C(F)(F)F)ccc21,CC1(C)CC(C)(c2ccc(Oc3ccc(-c4ccc(NC(=O)c5cc(C(c6ccc(C(=O)O)c(C(=O)O)c6)(C(F)(F)F)C(F)(F)F)ccc5C(=O)O)cc4)cc3C(F)(F)F)cc2)c2cc(Oc3ccc(-c4ccc(NC(=O)c5cc(C(c6ccc(C(=O)O)c(C(=O)O)c6)(C(F)(F)F)C(F)(F)F)ccc5C(=O)O)cc4)cc3C(F)(F)F)ccc21,CC1(C)CC(C)(c2ccc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)cc2)c2cc(Oc3ccc(-c4ccc(NC(=O)c5cc(C(c6ccc(C(=O)Nc7ccc(-c8ccc(Oc9ccc(C%10(C)CC(C)(C)c%11ccc(Oc%12ccc(-c%13ccc(NC(=O)c%14cc(C(c%15ccc(C(=O)O)c(C(=O)Nc%16ccc(-c%17ccc(Oc%18ccc(C%19(C)CC(C)(C)c%20ccc(Oc%21ccc(-c%22ccc(NC(=O)c%23cc(C(c%24ccc(C(=O)O)c(C(=O)O)c%24)(C(F)(F)F)C(F)(F)F)ccc%23C(=O)O)cc%22)cc%21C(F)(F)F)cc%20%19)cc%18)c(C(F)(F)F)c%17)cc%16)c%15)(C(F)(F)F)C(F)(F)F)ccc%14C(=O)O)cc%13)cc%12C(F)(F)F)cc%11%10)cc9)c(C(F)(F)F)c8)cc7)c(C(=O)O)c6)(C(F)(F)F)C(F)(F)F)ccc5C(=O)O)cc4)cc3C(F)(F)F)ccc21,CC1(C)CC(C)(c2ccc(Oc3ccc(-c4ccc(NC(=O)c5cc(C(c6ccc(C(=O)Nc7ccc(-c8ccc(Oc9ccc(C%10(C)CC(C)(C)c%11ccc(Oc%12ccc(-c%13ccc(NC(=O)c%14ccc(C(c%15ccc(C(=O)Nc%16ccc(-c%17ccc(Oc%18ccc%19c(c%18)C(C)(c%18ccc(Oc%20ccc(-c%21ccc(NC(=O)c%22ccc(C(c%23ccc(C(=O)Nc%24ccc(-c%25ccc(Oc%26ccc%27c(c%26)C(C)(c%26ccc(Oc%28ccc(-c%29ccc(NC(=O)c%30cc(C(c%31ccc(C(=O)O)c(C(=O)O)c%31)(C(F)(F)F)C(F)(F)F)ccc%30C(=O)Nc%30ccc(-c%31ccc(Oc%32ccc(C%33(C)CC(C)(C)c%34ccc(Oc%35ccc(-c%36ccc(NC(=O)c%37cc(C(c%38ccc(C(=O)O)c(C(=O)O)c%38)(C(F)(F)F)C(F)(F)F)ccc%37C(=O)Nc%37ccc(-c%38ccc(Oc%39ccc(C%40(C)CC(C)(C)c%41ccc(Oc%42ccc(-c%43ccc(NC(=O)c%44ccc(C(c%45ccc(C(=O)O)c(C(=O)O)c%45)(C(F)(F)F)C(F)(F)F)cc%44C(=O)O)cc%43)cc%42C(F)(F)F)cc%41%40)cc%39)c(C(F)(F)F)c%38)cc%37)cc%36)cc%35C(F)(F)F)cc%34%33)cc%32)c(C(F)(F)F)c%31)cc%30)cc%29)cc%28C(F)(F)F)cc%26)CC%27(C)C)c(C(F)(F)F)c%25)cc%24)c(C(=O)Nc%24ccc(-c%25ccc(Oc%26ccc(C%27(C)CC(C)(C)c%28ccc(Oc%29ccc(-c%30ccc(NC(=O)c%31cc(C(c%32ccc(C(=O)O)c(C(=O)Nc%33ccc(-c%34ccc(Oc%35ccc(C%36(C)CC(C)(C)c%37ccc(Oc%38ccc(-c%39ccc(NC(=O)c%40cc(C(c%41ccc(C(=O)O)c(C(=O)O)c%41)(C(F)(F)F)C(F)(F)F)ccc%40C(=O)O)cc%39)cc%38C(F)(F)F)cc%37%36)cc%35)c(C(F)(F)F)c%34)cc%33)c%32)(C(F)(F)F)C(F)(F)F)ccc%31C(=O)O)cc%30)cc%29C(F)(F)F)cc%28%27)cc%26)c(C(F)(F)F)c%25)cc%24)c%23)(C(F)(F)F)C(F)(F)F)cc%22C(=O)O)cc%21)cc%20C(F)(F)F)cc%18)CC%19(C)C)c(C(F)(F)F)c%17)cc%16)c(C(=O)O)c%15)(C(F)(F)F)C(F)(F)F)cc%14C(=O)O)cc%13)cc%12C(F)(F)F)cc%11%10)cc9)c(C(F)(F)F)c8)cc7)c(C(=O)O)c6)(C(F)(F)F)C(F)(F)F)ccc5C(=O)Nc5ccc(-c6ccc(Oc7ccc8c(c7)C(C)(c7ccc(Oc9ccc(-c%10ccc(NC(=O)c%11ccc(C(c%12ccc(C(=O)O)c(C(=O)O)c%12)(C(F)(F)F)C(F)(F)F)cc%11C(=O)O)cc%10)cc9C(F)(F)F)cc7)CC8(C)C)c(C(F)(F)F)c6)cc5)cc4)cc3C(F)(F)F)cc2)c2cc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)ccc21,2,amide,262,,,,,,1.079181246,1184.5,,1.17,0.2095150145,1.759290033,0.3873898263,1.175511813,,
